dockernet-gaia1-1  | 4:18AM INF starting node with ABCI Tendermint in-process
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=829E37E17150719EECB0A8ADE31FEEA78B0FFD258395A73C930878F099196DDD height=616 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=616 module=consensus num_txs=0 root=BDADA0F50613E6E3E976A6302F15D4762180E8409BAC7239A0C6BD8494D2315C
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=616 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31313820333020383720313730203231362031333520313434203234352032313620333220313737203536203137312031373320383220313836203132322032323220323437203239203139332032352031313520323131203132332038342031363420323032203936203830203232342038345D3A3236387D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=761E57AAD88790F5D820B138ABAD52BA7ADEF71DC11973D37B54A4CA6050E054 height=616 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=616 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=986.433777 height=617 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"B83C2E0E3BA339D438C3C87D41D4E4ECF784CBFC4AE19C654D01C36E0E155C65","parts":{"hash":"C872D5E577202906D45B2A0B4682FD7548D27ED43A0B42F489738F1869BBCD8C","total":1}},"height":617,"pol_round":-1,"round":0,"signature":"AkYm0iMh7ss81QV6foD0JowH2xeqfGHw9TfeVbgY7DJIHqkLB3jc+pP6s3lYxrlIm6ulQth5kHiMu6pQTdnyCA==","timestamp":"2023-07-14T04:28:36.747741408Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=B83C2E0E3BA339D438C3C87D41D4E4ECF784CBFC4AE19C654D01C36E0E155C65 height=617 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=617 module=consensus num_txs=0 root=761E57AAD88790F5D820B138ABAD52BA7ADEF71DC11973D37B54A4CA6050E054
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=617 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31353820323039203231322033392031343620323430203438203139322031303120323230203230392031373220323333203231203231322031343120353820323137203138203134302036352036352034362031373120313320313231203232322032343220313031203637203130322032335D3A3236397D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=9ED1D42792F030C065DCD1ACE915D48D3AD9128C41412EAB0D79DEF265436617 height=617 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=617 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=992.045776 height=618 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"26B7A96911F42FBA578495F2FB9EFD6147CEC297DD1693549D9D9CD37F78FC91","parts":{"hash":"933726D51585FC0F293446F20387506ED07253F04F0CFE2659D89677DDC8E7D7","total":1}},"height":618,"pol_round":-1,"round":0,"signature":"fwqAthbTzy8PkmOQp8aN94CvEs2HCAI5pxz7O4c7mxt/UBJP+H04C0UyOsIBB/SbG+oYRZ/tB3T8rg9kw1MSCA==","timestamp":"2023-07-14T04:28:37.759011922Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=26B7A96911F42FBA578495F2FB9EFD6147CEC297DD1693549D9D9CD37F78FC91 height=618 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=618 module=consensus num_txs=0 root=9ED1D42792F030C065DCD1ACE915D48D3AD9128C41412EAB0D79DEF265436617
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=618 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B3130392034342031323920393520313539203234322032343020333120373420372031383020313039203134342031333720393220383720313135203234392033322039332031333420313938203136332031333620363920313739203537203232302031373520393220323534203134355D3A3236417D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=6D2C815F9FF2F01F4A07B46D90895C5773F9205D86C6A38845B339DCAF5CFE91 height=618 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=618 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=990.131238 height=619 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"591F23EF0FEB0EF5F96ED99E78554690F7EA53099F36CC39936A7329CF8C92AF","parts":{"hash":"F3D9064FEC04E7E9A0240B06EF47BFBBDE371AD2039B6A02E63974A505157658","total":1}},"height":619,"pol_round":-1,"round":0,"signature":"bCSD4/xWiTiym0k5v7iDWosGGNzqA8ROGhn31YCr1JV8vs4amN2RwMMpcWp6mjh+kM1vEXhwgbY7SJZFzt0PCA==","timestamp":"2023-07-14T04:28:38.772252935Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=591F23EF0FEB0EF5F96ED99E78554690F7EA53099F36CC39936A7329CF8C92AF height=619 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=619 module=consensus num_txs=0 root=6D2C815F9FF2F01F4A07B46D90895C5773F9205D86C6A38845B339DCAF5CFE91
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=619 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B313930203231322031393520353020333320313637203320313033203130302032343320323431203232352031323320313738203136392032313620313430203234382032303120313834203139372038312031323620333220313633203437203130362034382031343020323337203837203133345D3A3236427D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=BED4C33221A7036764F3F1E17BB2A9D88CF8C9B8C5517E20A32F6A308CED5786 height=619 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=619 module=txindex
dockernet-gaia1-1  | 4:28AM INF Ensure peers module=pex numDialing=0 numInPeers=0 numOutPeers=0 numToDial=10
dockernet-gaia1-1  | 4:28AM INF No addresses to dial. Falling back to seeds module=pex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=984.939151 height=620 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"DDC64E56C577EBE3F670FBE685C464C97277883DBEFCA3F03C8BF64B3C6A152A","parts":{"hash":"6AAAF8A8FCA10E7994C50A8BC15A0AFF2AE92FB6FAB8ACE837C32F045F305741","total":1}},"height":620,"pol_round":-1,"round":0,"signature":"2eLfXJWIYYdmIdvWR3tnXPyTRDntLfaQacn1POYC6LAjl1da14QwdtEykJwav2suOEPK7cPd9IbI/hHKvI7pBQ==","timestamp":"2023-07-14T04:28:39.787510406Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=DDC64E56C577EBE3F670FBE685C464C97277883DBEFCA3F03C8BF64B3C6A152A height=620 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=620 module=consensus num_txs=0 root=BED4C33221A7036764F3F1E17BB2A9D88CF8C9B8C5517E20A32F6A308CED5786
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=620 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B32303320313338203138322031343920323435203437203234342032303920313020313432203232362031302031383720323220313636203237203132322031323220313933203937203134372033372034362035392031312032303720333520343520323420313036203939203130345D3A3236437D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=CB8AB695F52FF4D10A8EE20ABB16A61B7A7AC16193252E3B0BCF232D186A6368 height=620 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=620 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=992.162622 height=621 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"B91124A5922DE61866907250C1FE9A2B9BB6B168E7921FE72359F68C7BF42576","parts":{"hash":"94235A32E3164E2043F90F8D4AF27E8DDF7AA1EE14CB817763CC6494EFE895D9","total":1}},"height":621,"pol_round":-1,"round":0,"signature":"XHZrouwHxNHuSrljB3bKzOMrItssHinkLmSJV9Of4LsBv4Mjse01R3SPBPL3IhD+mpTFWt9Rwuz2uY5B8v0fDg==","timestamp":"2023-07-14T04:28:40.798986992Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=B91124A5922DE61866907250C1FE9A2B9BB6B168E7921FE72359F68C7BF42576 height=621 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=621 module=consensus num_txs=0 root=CB8AB695F52FF4D10A8EE20ABB16A61B7A7AC16193252E3B0BCF232D186A6368
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=621 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B36382031353520313531203137342031333720313731203231322031363220313437203337203136392033352032312031383520313430203139342032303320353220313820373020383020323034203138362037332031302037392032343220373920363420313020323438203230385D3A3236447D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=449B97AE89ABD4A29325A92315B98CC2CB34124650CCBA490A4FF24F400AF8D0 height=621 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=621 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=990.946502 height=622 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"BBF01B6914A16A17AD9DC50FB6CE8480500F6C683E350250369067729EBAD6AC","parts":{"hash":"4FB1D2D107A20411F1169681AA125CDC803A64D0A63B3C5281CEB1434A58F31B","total":1}},"height":622,"pol_round":-1,"round":0,"signature":"JruT0GO4Q3+ofcIfTo89OCLwnH6B6g26XTK0ZmOIJ43fS3NhEzla/M9OpNMFrVvCbCZptb2W5tWJ1D0ZJ1orAQ==","timestamp":"2023-07-14T04:28:41.810334956Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=BBF01B6914A16A17AD9DC50FB6CE8480500F6C683E350250369067729EBAD6AC height=622 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=622 module=consensus num_txs=0 root=449B97AE89ABD4A29325A92315B98CC2CB34124650CCBA490A4FF24F400AF8D0
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=622 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31372032312038302034392031303420313520313834203234392031363220353220323435203130312038342031333520393320313037203138352031383820323439203131322036322031383620313320313631203233203139382036342031373620323220313630203238203232345D3A3236457D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=11155031680FB8F9A234F56554875D6BB9BCF9703EBA0DA117C640B016A01CE0 height=622 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=622 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=980.826908 height=623 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"CD8147A7A53CF84A0B34DEE61B9DD1B9A7FAA2591D50065DFD0680349D8B110C","parts":{"hash":"AEE0495F42B73E289720BFD3122680034E4F7E4E5816F4F85A3780DADDA6A72B","total":1}},"height":623,"pol_round":-1,"round":0,"signature":"M+oaMBtdNa13rs6HxAPGCvUAGHk22Y7akxs4q3BnE2aK2dr6dy58X1t3UgO/m+mWqD1Fg83+/GVGNiyg0kV4Bw==","timestamp":"2023-07-14T04:28:42.825479228Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=CD8147A7A53CF84A0B34DEE61B9DD1B9A7FAA2591D50065DFD0680349D8B110C height=623 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=623 module=consensus num_txs=0 root=11155031680FB8F9A234F56554875D6BB9BCF9703EBA0DA117C640B016A01CE0
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=623 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31303720323230203133352031373320312031303420393620363120313630203130322032342031373420313330203132372032333520323236203135392031333120323232203539203539203420392031323320323230203137342032382032313520353620313032203134312039335D3A3236467D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=6BDC87AD0168603DA06618AE827FEBE29F83DE3B3B04097BDCAE1CD738668D5D height=623 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=623 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=993.743727 height=624 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"43019C1CC146F5E86E2EF31231209BFBF6685352FD743FA862ACD479B33418D4","parts":{"hash":"4436E6AD0D36A2DDB3956521391FB23505D87CEF4EB9289AE1198293BD5C83DC","total":1}},"height":624,"pol_round":-1,"round":0,"signature":"hzuHONpxtARSunwo1dRd6bK9YTd5lGaR7Mi1jGU8/aZINj9N/eMiKDdBI6JlppGqjm0MDYXm73L6Xch182zTDg==","timestamp":"2023-07-14T04:28:43.835332179Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=43019C1CC146F5E86E2EF31231209BFBF6685352FD743FA862ACD479B33418D4 height=624 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=624 module=consensus num_txs=0 root=6BDC87AD0168603DA06618AE827FEBE29F83DE3B3B04097BDCAE1CD738668D5D
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=624 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B323432203133362038342033352032343120313630203133322031323320363820313633203336203138382037392031333520323231203230372031313720333020323136203130372032333220313739203230362031313420323520313939203132342031392032303720313534203539203234335D3A3237307D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=F2885423F1A0847B44A324BC4F87DDCF751ED86BE8B3CE7219C77C13CF9A3BF3 height=624 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=624 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=994.332275 height=625 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"36264F6567E1FB444C651283331338399405F541679CCE43DCA22F2F941CD092","parts":{"hash":"84E4928A6D66A0F2FE53325509200EBDDACE6358895AF5FE775D0F88C6B0C65C","total":1}},"height":625,"pol_round":-1,"round":0,"signature":"9VWz2umXLMBgp8aKUq3l4XoBAXJJRmZ5hAxAR+Q5WEY9zVPgEPMhunFvtsqbpWyyteZ0F27/Xaa5v2K9AO2MCQ==","timestamp":"2023-07-14T04:28:44.846121954Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=36264F6567E1FB444C651283331338399405F541679CCE43DCA22F2F941CD092 height=625 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=625 module=consensus num_txs=0 root=F2885423F1A0847B44A324BC4F87DDCF751ED86BE8B3CE7219C77C13CF9A3BF3
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=625 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31343520363120313120313139203336203537203139342037372031372031393920323038203130352037302032333720383720313630203133332031343020313134203134322032313320373720313637203937203135203135352031303120313531203931203335203230203131385D3A3237317D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=913D0B772439C24D11C7D06946ED57A0858C728ED54DA7610F9B65975B231476 height=625 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=625 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=989.065659 height=626 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"2D44ED1C0F07C4F018BCA6F8BA601D0B2F9B5D21DE9842F0966A19B38801F33B","parts":{"hash":"646A4FDD4A9D04CF1E4C1E67C3153898995C0075939E81F09B2B051E99847C6F","total":1}},"height":626,"pol_round":-1,"round":0,"signature":"7ASuKq/BMznxhH0Sz9qZSM3Oy4LX3Z4JqlWaWCyXXl1MGTRTLMK4EnJT/AkWEE0uVop5mxvJqPP1cCj3Z7x9Bg==","timestamp":"2023-07-14T04:28:45.860456763Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=2D44ED1C0F07C4F018BCA6F8BA601D0B2F9B5D21DE9842F0966A19B38801F33B height=626 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=626 module=consensus num_txs=0 root=913D0B772439C24D11C7D06946ED57A0858C728ED54DA7610F9B65975B231476
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=626 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B323331203639203137322030203739203134392031343820323520323034203130392032303520323620313534203137203131372036352032323520323433203130312032323220313035203834203635203438203938203230203635203137372031332031343320313134203137325D3A3237327D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=E745AC004F959419CC6DCD1A9A117541E1F365DE69544130621441B10D8F72AC height=626 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=626 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=993.878016 height=627 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"390DFAF5D1B9D5F75539A1D9301D0D5ADE911E1C0CCA13CD3D7EE1627D0E8E67","parts":{"hash":"2E30AF52149B8B66C7D15758E959B9B8FC6A57357DD62003A4DEFD7C0F6231D2","total":1}},"height":627,"pol_round":-1,"round":0,"signature":"PSlzIXueOpz66u7c3ouStdaBbYOObbQ3uQ0kzw2tnEhhPAguxLFfqSmp7mI8gJ5ZYj8idoqbyFBiQ9fPtS5ODg==","timestamp":"2023-07-14T04:28:46.870548425Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=390DFAF5D1B9D5F75539A1D9301D0D5ADE911E1C0CCA13CD3D7EE1627D0E8E67 height=627 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=627 module=consensus num_txs=0 root=E745AC004F959419CC6DCD1A9A117541E1F365DE69544130621441B10D8F72AC
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=627 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B3238203139382031383720323133203132342031373820342035372031322031383720383220323034203233322034332031342037332032313720313331203233352035322031313720313730203130322031373820313920313536203133352033382032353120363120323231203230355D3A3237337D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=1CC6BBD57CB204390CBB52CCE82B0E49D983EB3475AA66B2139C8726FB3DDDCD height=627 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=627 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=993.478352 height=628 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"242C19B51EFD8715D5502977728EC8F4171A861B0C59F5DA593767302A699D33","parts":{"hash":"C6CBC396D0C5D67D0164529ADD3ECC254AB9E62180F75280DF21CA541E1F69AF","total":1}},"height":628,"pol_round":-1,"round":0,"signature":"cnMQgAb/r+L/sA6WL35QC6CTGV8NSSp7ZKJKhmBkuWl6wlYmeRc5RxU7O8PKLUtBJ4H4Wx86TTleA4cgx8cDDQ==","timestamp":"2023-07-14T04:28:47.882667948Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=242C19B51EFD8715D5502977728EC8F4171A861B0C59F5DA593767302A699D33 height=628 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=628 module=consensus num_txs=0 root=1CC6BBD57CB204390CBB52CCE82B0E49D983EB3475AA66B2139C8726FB3DDDCD
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=628 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B32323420313538203138203137342034372032323820313830203234382037392031333520313131203239203234332032303420373020313737203437203133382033312031393820313638203133382031313520383020323620323032203137203133352031362032323420313237203139335D3A3237347D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=E09E12AE2FE4B4F84F876F1DF3CC46B12F8A1FC6A88A73501ACA118710E07FC1 height=628 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=628 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=992.604008 height=629 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"69A17F5481874BEA0F92E0EBE393F8A34E66DD08035B7D87220C7D8E83A0C142","parts":{"hash":"71FAE3CADCC106F814E8B728EE9A4D17E38496B2E8D06552453D508D830C193F","total":1}},"height":629,"pol_round":-1,"round":0,"signature":"kzCrFi7Jh1MtAYRVO6GIyF7Tjq/7nm8BKcr3lbIHgcTmnkkwpjk4MvY/zDnWNtycLuf5lRRVEJOkVB+szOZzBg==","timestamp":"2023-07-14T04:28:48.896731795Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=69A17F5481874BEA0F92E0EBE393F8A34E66DD08035B7D87220C7D8E83A0C142 height=629 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=629 module=consensus num_txs=0 root=E09E12AE2FE4B4F84F876F1DF3CC46B12F8A1FC6A88A73501ACA118710E07FC1
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=629 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31313820373520323230203134372036382031393120333320383920323220323130203233362032303620323033203136332038302032313820323032203632203230302031313820353020313331203936203239203138372031313620323237203231312038362031343920313338203234375D3A3237357D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=764BDC9344BF215916D2ECCECBA350DACA3EC8763283601DBB74E3D356958AF7 height=629 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=629 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=990.922671 height=630 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"15F9077BD40EDA48B0D75C18AC4F2A9DC61E3188FD7BCDEC3AF4861C384D0957","parts":{"hash":"B2494C98238CC279857DD08CDAE90F9EA2806E442673037E3AC07FCDE9B7D815","total":1}},"height":630,"pol_round":-1,"round":0,"signature":"/sjz3e9q+HDw3JtObGJUXKkBSaxlN0rG8UpIbRLhNgAFBvMfXJp+8pWdtRzKR09LKo4QdLt7PTD043m0NtphCQ==","timestamp":"2023-07-14T04:28:49.911416142Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=15F9077BD40EDA48B0D75C18AC4F2A9DC61E3188FD7BCDEC3AF4861C384D0957 height=630 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=630 module=consensus num_txs=0 root=764BDC9344BF215916D2ECCECBA350DACA3EC8763283601DBB74E3D356958AF7
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=630 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B32343920313531203620333820353120323133203130392031312035382031303220313432203136332031373920313836203130302032313820313939203139312036342031393420343320323232203132322031353720373820313330203138382031353120323031203136203231203233315D3A3237367D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=F997062633D56D0B3A668EA3B3BA64DAC7BF40C22BDE7A9D4E82BC97C91015E7 height=630 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=630 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=990.659904 height=631 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:28AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"31C81178DBB025941451C771A383370AB6DFF17C2FDF349DBAE17047078A0AC4","parts":{"hash":"FC8A306005B27F17858A2261DBCEAE58968DC27789966CCCBC9492B3EF0BEAA0","total":1}},"height":631,"pol_round":-1,"round":0,"signature":"NnbmfbYC1QAesnQt3Q3MG9HKcxPX8LZ5WWemRY8SR/nPz9Ll4cluLRwQurxzqJDqRpHS3JxwP9swJtqW8v9HBQ==","timestamp":"2023-07-14T04:28:50.927829674Z"}
dockernet-gaia1-1  | 4:28AM INF received complete proposal block hash=31C81178DBB025941451C771A383370AB6DFF17C2FDF349DBAE17047078A0AC4 height=631 module=consensus
dockernet-gaia1-1  | 4:28AM INF finalizing commit of block hash={} height=631 module=consensus num_txs=0 root=F997062633D56D0B3A668EA3B3BA64DAC7BF40C22BDE7A9D4E82BC97C91015E7
dockernet-gaia1-1  | 4:28AM INF minted coins from module account amount=205995uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:28AM INF executed block height=631 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:28AM INF commit synced commit=436F6D6D697449447B5B31303620382031303920372032313020313533203834203135342037322031362032333620313939203137362031313920313234203135392038312032342039342037332036332033332032303120323430203136322031323620323131203230332031323920373420313937203135345D3A3237377D
dockernet-gaia1-1  | 4:28AM INF committed state app_hash=6A086D07D299549A4810ECC7B0777C9F51185E493F21C9F0A27ED3CB814AC59A height=631 module=state num_txs=0
dockernet-gaia1-1  | 4:28AM INF indexed block exents height=631 module=txindex
dockernet-gaia1-1  | 4:28AM INF Timed out dur=991.099405 height=632 module=consensus round=0 step=1
